Question,Tag
Determine Whether Matrix Can Be Obtained By Rotation,array
Reduction Operations to Make the Array Elements Equal,array
Minimum Space Wasted From Packaging,array
Cutting Ribbons,array
Check if All the Integers in a Range Are Covered,array
Find the Student that Will Replace the Chalk,array
Largest Magic Square,array
Maximum Number of Removable Characters,array
Merge Triplets to Form Target Triplet,array
Find a Peak Element II,array
Count Sub Islands,array
Minimum Absolute Difference Queries,array
Game of Nim,array
Remove One Element to Make the Array Strictly Increasing,array
Maximum Alternating Subsequence Sum,array
Design Movie Rental System,array
Maximum Product Difference Between Two Pairs,array
Cyclically Rotating a Grid,array
Kth Smallest Subarray Sum,array
Build Array from Permutation,array
Eliminate Maximum Number of Monsters,array
Longest Common Subpath,array
Erect the Fence II,array
Nearest Exit from Entrance in Maze,array
Concatenation of Array,array
Add Minimum Number of Rungs,array
Maximum Number of Points with Cost,array
Maximum Genetic Difference Query,array
Longest Common Subsequence Between Sorted Arrays,array
The Number of the Smallest Unoccupied Chair,array
Describe the Painting,array
Number of Visible People in a Queue,array
Largest Number After Mutating Substring,array
Maximum Compatibility Score Sum,array
Delete Duplicate Folders in System,array
Maximum of Minimum Values in All Subarrays,array
Maximum Number of Weeks for Which You Can Work,array
Count Number of Special Subsequences,array
Minimum Time For K Virus Variants to Spread,array
Check if Move is Legal,array
Minimum Total Space Wasted With K Resizing Operations,array
Check If String Is a Prefix of Array,array
Remove Stones to Minimize the Total,array
Find the Longest Valid Obstacle Course at Each Position,array
Binary Searchable Numbers in an Unsorted Array,array
Array With Elements Not Equal to Average of Neighbors,array
Last Day Where You Can Still Cross,array
Maximum Matrix Sum,array
Find Greatest Common Divisor of Array,array
Find Unique Binary String,array
Minimize the Difference Between Target and Chosen Elements,array
Find Array Given Subset Sums,array
Widest Pair of Indices With Equal Range Sum,array
Minimum Difference Between Highest and Lowest of K Scores,array
Find the Kth Largest Integer in the Array,array
Minimum Number of Work Sessions to Finish the Tasks,array
Maximum Number of People That Can Be Caught in Tag,array
Find the Middle Index in Array,array
Find All Groups of Farmland,array
The Number of Good Subsets,array
Count Special Quadruplets,array
The Number of Weak Characters in the Game,array
First Day Where You Have Been in All the Rooms,array
GCD Sort of an Array,array
Number of Pairs of Interchangeable Rectangles,array
Count Number of Pairs With Absolute Difference K,array
Find Original Array From Doubled Array,array
Maximum Earnings From Taxi,array
Minimum Number of Operations to Make Array Continuous,array
Final Value of Variable After Performing Operations,array
Sum of Beauty in the Array,array
Detect Squares,array
Average Height of Buildings in Each Segment,array
Maximum Difference Between Increasing Elements,array
Grid Game,array
Check if Word Can Be Placed In Crossword,array
The Score of Students Solving Math Expression,array
Brightest Position on Street,array
Convert 1D Array Into 2D Array,array
Number of Pairs of Strings With Concatenation Equal to Target,array
Maximum Number of Ways to Partition an Array,array
Find Missing Observations,array
Stone Game IX,array
Count Subarrays With More Ones Than Zeros,array
Two Out of Three,array
Minimum Operations to Make a Uni-Value Grid,array
Partition Array Into Two Arrays to Minimize Sum Difference,array
Maximum Alternating Subarray Sum,array
Minimum Number of Moves to Seat Everyone,array
The Time When the Network Becomes Idle,array
Kth Smallest Product of Two Sorted Arrays,array
Simple Bank System,array
Count Number of Maximum Bitwise-OR Subsets,array
Count Nodes With the Highest Score,array
Parallel Courses III,array
Minimum Cost to Separate Sentence Into Rows,array
Kth Distinct String in an Array,array
Two Best Non-Overlapping Events,array
Plates Between Candles,array
Number of Valid Move Combinations On Chessboard,array
Smallest Index With Equal Value,array
Minimum Operations to Convert Number,array
Number of Spaces Cleaning Robot Cleaned,array
Minimized Maximum of Products Distributed to Any Store,array
Maximum Path Quality of a Graph,array
Most Beautiful Item for Each Query,array
Maximum Number of Tasks You Can Assign,array
Time Needed to Buy Tickets,array
Two Furthest Houses With Different Colors,array
Watering Plants,array
Range Frequency Queries,array
Count Common Words With One Occurrence,array
Minimum Cost Homecoming of a Robot in a Grid,array
Count Fertile Pyramids in a Land,array
Find Target Indices After Sorting Array,array
K Radius Subarray Averages,array
Removing Minimum and Maximum From Array,array
Finding 3-Digit Even Numbers,array
Subsequence of Size K With the Largest Even Sum,array
Find Subsequence of Length K With the Largest Sum,array
Find Good Days to Rob the Bank,array
Detonate the Maximum Bombs,array
Sum of Subarray Ranges,array
Watering Plants II,array
Maximum Fruits Harvested After at Most K Steps,array
Number of Unique Flavors After Sharing K Candies,array
Find First Palindromic String in the Array,array
Adding Spaces to a String,array
Number of Smooth Descent Periods of a Stock,array
Minimum Operations to Make the Array K-Increasing,array
Elements in Array After Removing and Replacing Elements,array
Maximum Number of Words Found in Sentences,array
Find All Possible Recipes from Given Supplies,array
Intervals Between Identical Elements,array
Recover the Original Array,array
Minimum Operations to Remove Adjacent Ones in Matrix,array
Number of Laser Beams in a Bank,array
Destroying Asteroids,array
Remove All Ones With Row and Column Flips,array
Longest Palindrome by Concatenating Two Letter Words,array
Stamping the Grid,array
Check if Every Row and Column Contains All Numbers,array
Minimum Swaps to Group All 1's Together II,array
Count Words Obtained After Adding a Letter,array
Earliest Possible Day of Full Bloom,array
Pour Water Between Buckets to Make Water Levels Equal,array
Solving Questions With Brainpower,array
Maximum Running Time of N Computers,array
Choose Numbers From Two Arrays in Range,array
Minimum Cost of Buying Candies With Discount,array
Count the Hidden Sequences,array
K Highest Ranked Items Within a Price Range,array
Count Elements With Strictly Smaller and Greater Elements,array
Rearrange Array Elements by Sign,array
Find All Lonely Numbers in the Array,array
Maximum Good People Based on Statements,array
Minimum Number of Lines to Cover Points,array
Keep Multiplying Found Values by Two,array
All Divisions With the Highest Score of a Binary Array,array
Amount of New Area Painted Each Day,array
Partition Array According to Given Pivot,array
Minimum Difference in Sums After Removal of Elements,array
Sort Even and Odd Indices Independently,array
Design Bitset,array
Minimum Operations to Make the Array Alternating,array
Removing Minimum Number of Magic Beans,array
Maximum AND Sum of Array,array
Remove All Ones With Row and Column Flips II,array
Count Equal and Divisible Pairs in an Array,array
Count Good Triplets in an Array,array
Count Array Pairs Divisible by K,array
Number of Ways to Build Sturdy Brick Wall,array
Counting Words With a Given Prefix,array
Minimum Time to Complete Trips,array
Minimum Time to Finish the Race,array
Most Frequent Number Following Key In an Array,array
Sort the Jumbled Numbers,array
Append K Integers With Minimal Sum,array
Create Binary Tree From Descriptions,array
Replace Non-Coprime Numbers in Array,array
Find All K-Distant Indices in an Array,array
Count Artifacts That Can Be Extracted,array
Maximize the Topmost Element After K Moves,array
Divide Array Into Equal Pairs,array
Minimum Operations to Halve Array Sum,array
Count Hills and Valleys in an Array,array
Maximum Points in an Archery Competition,array
Longest Substring of One Repeating Character,array
Minimum Health to Beat Game,array
Find the Difference of Two Arrays,array
Minimum Deletions to Make Array Beautiful,array
Find Palindrome With Fixed Length,array
Maximum Value of K Coins From Piles,array
Maximum Sum Score of Array,array
Find Triangular Sum of an Array,array
Find Players With Zero or One Losses,array
Maximum Candies Allocated to K Children,array
Encrypt and Decrypt Strings,array
Check if an Array Is Consecutive,array
Maximum Product After K Increments,array
Maximum Total Beauty of the Gardens,array
Count Positions on Street With Required Brightness,array
Find Closest Number to Zero,array
Design an ATM Machine,array
Maximum Score of a Node Sequence,array
Minimum Rounds to Complete All Tasks,array
Maximum Trailing Zeros in a Cornered Path,array
Longest Path With Different Adjacent Characters,array
Intersection of Multiple Arrays,array
Count Lattice Points Inside a Circle,array
Count Number of Rectangles Containing Each Point,array
Number of Flowers in Full Bloom,array
Count Prefixes of a Given String,array
Minimum Average Difference,array
Count Unguarded Cells in the Grid,array
Escape the Spreading Fire,array
Minimum Consecutive Cards to Pick Up,array
K Divisible Elements Subarrays,array
Check if There Is a Valid Parentheses String Path,array
Minimum Number of Keypresses,array
Number of Ways to Split Array,array
Maximum White Tiles Covered by a Carpet,array
Substring With Largest Variance,array
Find Resultant Array After Removing Anagrams,array
Maximum Consecutive Floors Without Special Floors,array
Largest Combination With Bitwise AND Greater Than Zero,array
Closest Node to Path in Tree,array
Maximum Bags With Full Capacity of Rocks,array
Minimum Lines to Represent a Line Chart,array
Sum of Total Strength of Wizards,array
Number of People That Can Be Seen in a Grid,array
Sender With Largest Word Count,array
Steps to Make Array Non-decreasing,array
Minimum Obstacle Removal to Reach Corner,array
Maximum Profit From Trading Stocks,array
Min Max Game,array
Partition Array Such That Maximum Difference Is K,array
Replace Elements in an Array,array
Jump Game VIII,array
Successful Pairs of Spells and Potions,array
Match Substring After Replacement,array
Count Subarrays With Score Less Than K,array
Calculate Amount Paid in Taxes,array
Minimum Path Cost in a Grid,array
Fair Distribution of Cookies,array
Naming a Company,array
Check for Contradictions in Equations,array
Selling Pieces of Wood,array
Maximum XOR After Operations,array
Check if Matrix Is X-Matrix,array
Maximum Score Of Spliced Array,array
Minimum Score After Removals on a Tree,array
Find Minimum Time to Finish All Jobs II,array
Spiral Matrix IV,array
Number of Increasing Paths in a Grid,array
The Latest Time to Catch a Bus,array
Minimum Sum of Squared Difference,array
Subarray With Elements Greater Than Varying Threshold,array
Minimum Amount of Time to Fill Cups,array
Minimum Adjacent Swaps to Make a Valid Array,array
Maximum Number of Pairs in Array,array
Max Sum of a Pair With Equal Sum of Digits,array
Query Kth Smallest Trimmed Number,array
Minimum Deletions to Make Array Divisible,array
Finding the Number of Visible Mountains,array
Best Poker Hand,array
Number of Zero-Filled Subarrays,array
Shortest Impossible Sequence of Rolls,array
Equal Row and Column Pairs,array
Number of Excellent Pairs,array
Maximum Number of Books You Can Take,array
Make Array Zero by Subtracting Equal Amounts,array
Maximum Number of Groups Entering a Competition,array
Minimum Costs Using the Train Line,array
Merge Similar Items,array
Count Number of Bad Pairs,array
Task Scheduler II,array
Minimum Replacements to Sort the Array,array
Number of Arithmetic Triplets,array
Reachable Nodes With Restrictions,array
Check if There is a Valid Partition For The Array,array
Minimize Maximum Value in a Grid,array
Largest Local Values in a Matrix,array
Shifting Letters II,array
Maximum Segment Sum After Removals,array
Minimum Hours of Training to Win a Competition,array
Find the K-Sum of an Array,array
Median of a Row Wise Sorted Matrix,array
Longest Subsequence With Limited Sum,array
Minimum Amount of Time to Collect Garbage,array
Build a Matrix With Conditions,array
Count Strictly Increasing Subarrays,array
Find Subarrays With Equal Sum,array
Maximum Rows Covered by Columns,array
Maximum Number of Robots Within Budget,array
Check Distances Between Same Letters,array
Longest Nice Subarray,array
Meeting Rooms III,array
Minimum Time to Kill All Monsters,array
Most Frequent Even Element,array
Divide Intervals Into Minimum Number of Groups,array
Longest Increasing Subsequence II,array
Design SQL,array
Maximum Matching of Players With Trainers,array
Smallest Subarrays With Maximum Bitwise OR,array
Minimum Money Required Before Transactions,array
Sum of Prefix Scores of Strings,array
Sort the People,array
Longest Subarray With Maximum Bitwise AND,array
Find All Good Indices,array
Number of Good Paths,array
Merge Operations to Turn Array Into a Palindrome,array
Bitwise XOR of All Pairings,array
Number of Pairs Satisfying Inequality,array
Maximum Sum of an Hourglass,array
Maximize Total Tastiness of Purchased Fruits,array
The Employee That Worked on the Longest Task,array
Find The Original Array of Prefix Xor,array
Paths in Matrix Whose Sum Is Divisible by K,array
Minimum Split Into Subarrays With GCD Greater Than One,array
Range Product Queries of Powers,array
Minimize Maximum of Array,array
Create Components With Same Value,array
Largest Positive Integer That Exists With Its Negative,array
Count Number of Distinct Integers After Reverse Operations,array
Count Subarrays With Fixed Bounds,array
Determine if Two Events Have Conflict,array
Number of Subarrays With GCD Equal to K,array
Minimum Cost to Make Array Equal,array
Minimum Number of Operations to Make Arrays Similar,array
Odd String Difference,array
Words Within Two Edits of Dictionary,array
Destroy Sequential Targets,array
Next Greater Element IV,array
Average Value of Even Numbers That Are Divisible by Three,array
Most Popular Video Creator,array
Height of Binary Tree After Subtree Removal Queries,array
Sort Array by Moving Items to Empty Space,array
Apply Operations to an Array,array
Maximum Sum of Distinct Subarrays With Length K,array
Total Cost to Hire K Workers,array
Minimum Total Distance Traveled,array
Minimum Subarrays in a Valid Split,array
Number of Distinct Averages,array
Most Profitable Path in a Tree,array
Number of Subarrays With LCM Equal to K,array
Minimum Cost to Buy Apples,array
Number of Unequal Triplets in Array,array
Closest Nodes Queries in a Binary Search Tree,array
Difference Between Ones and Zeros in Row and Column,array
Count Subarrays With Median K,array
Divide Players Into Teams of Equal Skill,array
Number of Subarrays Having Even Product,array
Maximum Value of a String in an Array,array
Maximum Star Sum of a Graph,array
Frog Jump II,array
Minimum Total Cost to Make Arrays Unequal,array
Delete Greatest Value in Each Row,array
Longest Square Streak in an Array,array
Design Memory Allocator,array
Maximum Number of Points From Grid Queries,array
Bitwise OR of All Subsequence Sums,array
Count Pairs Of Similar Strings,array
Check if There is a Path With Equal Number of 0's And 1's,array
Maximum Enemy Forts That Can Be Captured,array
Reward Top K Students,array
Shortest Distance to Target String in a Circular Array,array
Maximum Tastiness of Candy Basket,array
Number of Great Partitions,array
Count the Number of K-Big Indices,array
Distinct Prime Factors of Product of Array,array
Maximum Frequency Score of a Subarray,array
Find Xor-Beauty of Array,array
Maximize the Minimum Powered City,array
Maximum Count of Positive Integer and Negative Integer,array
Maximal Score After Applying K Operations,array
Time to Cross a Bridge,array
Time Taken to Cross the Door,array
Difference Between Element Sum and Digit Sum of an Array,array
Increment Submatrices by One,array
Count the Number of Good Subarrays,array
Difference Between Maximum and Minimum Price Sum,array
Minimum Common Value,array
Minimum Operations to Make Array Equal II,array
Maximum Subsequence Score,array
Sort the Students by Their Kth Score,array
Minimum Cost to Split an Array,array
Maximum Price to Fill a Bag,array
Count Distinct Numbers on Board,array
Put Marbles in Bags,array
Count Increasing Quadruplets,array
Separate the Digits in an Array,array
Maximum Number of Integers to Choose From a Range I,array
Maximize Win From Two Segments,array
Disconnect Path in a Binary Matrix by at Most One Flip,array
Maximum Number of Integers to Choose From a Range II,array
Take Gifts From the Richest Pile,array
Count Vowel Strings in Ranges,array
House Robber IV,array
Rearranging Fruits,array
Find the Array Concatenation Value,array
Count the Number of Fair Pairs,array
Substring XOR Queries,array
Minimum Score by Changing Two Elements,array
Minimum Impossible OR,array
Handling Sum Queries After Update,array
Merge Two 2D Arrays by Summing Values,array
Count the Number of Square-Free Subsets,array
Left and Right Sum Differences,array
Find the Divisibility Array of a String,array
Find the Maximum Number of Marked Indices,array
Minimum Time to Visit a Cell In a Grid,array
Count Ways to Group Overlapping Ranges,array
Split the Array to Make Coprime Products,array
Number of Ways to Earn Points,array
Count the Number of Vowel Strings in Range,array
Rearrange Array to Maximize Prefix Score,array
Count the Number of Beautiful Subarrays,array
Minimum Time to Complete All Tasks,array
Design a Todo List,array
Maximize Greatness of an Array,array
Find Score of an Array After Marking All Elements,array
Minimum Time to Repair Cars,array
Check Knight Tour Configuration,array
The Number of Beautiful Subsets,array
Smallest Missing Non-negative Integer After Operations,array
Make the Prefix Sum Non-negative,array
Prime Subtraction Operation,array
Minimum Operations to Make All Array Elements Equal,array
Collect Coins in a Tree,array
Minimum Time to Eat All Grains,array
Form Smallest Number From Two Digit Arrays,array
Find the Substring With Maximum Cost,array
Make K-Subarray Sums Equal,array
Convert an Array Into a 2D Array With Conditions,array
Mice and Cheese,array
Minimum Reverse Operations,array
Beautiful Pairs,array
Prime In Diagonal,array
Sum of Distances,array
Minimize the Maximum Difference of Pairs,array
Minimum Number of Visited Cells in a Grid,array
Count the Number of K-Free Subsets,array
Find the Width of Columns of a Grid,array
Find the Score of All Prefixes of an Array,array
Row With Maximum Ones,array
Find the Maximum Divisibility Score,array
Minimize the Total Price of the Trips,array
Color the Triangle Red,array
Sum Multiples,array
Sliding Subarray Beauty,array
Minimum Number of Operations to Make All Array Elements Equal to 1,array
Find Maximal Uncovered Ranges,array
Maximum Sum With Exactly K Elements,array
Find the Prefix Common Array of Two Arrays,array
Maximum Number of Fish in a Grid,array
Make Array Empty,array
Determine the Winner of a Bowling Game,array
First Completely Painted Row or Column,array
Minimum Cost of a Path With Special Roads,array
The Knight’s Tour,array
Find the Distinct Difference Array,array
Number of Adjacent Elements With the Same Color,array
Make Costs of Paths Equal in a Binary Tree,array
Number of Senior Citizens,array
Sum in a Matrix,array
Maximum OR,array
Power of Heroes,array
Find the Losers of the Circular Game,array
Neighboring Bitwise XOR,array
Maximum Number of Moves in a Grid,array
Minimum Operations to Make Numbers Non-positive,array
Buy Two Chocolates,array
Extra Characters in a String,array
Maximum Strength of a Group,array
Greatest Common Divisor Traversal,array
Difference of Number of Distinct Values on Diagonals,array
Maximum Strictly Increasing Cells in a Matrix,array
Semi-Ordered Permutation,array
Sum of Matrix After Queries,array
Count Houses in a Circular Street,array
Movement of Robots,array
Find a Good Subset of the Matrix,array
Neither Minimum nor Maximum,array
Collecting Chocolates,array
Maximum Sum Queries,array
Find the Closest Marked Node,array
Find the Value of the Partition,array
Special Permutations,array
Painting the Walls,array
Find Maximum Number of String Pairs,array
Decremental String Concatenation,array
Count Zero Request Servers,array
Number of Beautiful Pairs,array
Ways to Split Array Into Good Subarrays,array
Robot Collisions,array
Longest Even Odd Subarray With Threshold,array
Prime Pairs With Target Sum,array
Continuous Subarrays,array
Sum of Imbalance Numbers of All Subarrays,array
Longest Alternating Subarray,array
Relocate Marbles,array
Number of Black Blocks,array
Maximum Number of Jumps to Reach the Last Index,array
Longest Non-decreasing Subarray From Two Arrays,array
Apply Operations to Make All Array Elements Equal to Zero,array
Sum of Squares of Special Elements,array
Maximum Beauty of an Array After Applying Operation,array
Minimum Index of a Valid Split,array
Length of the Longest Valid Substring,array
Check if Array is Good,array
Visit Array Positions to Maximize Score,array
Split Strings by Separator,array
Largest Element in an Array after Merge Operations,array
Maximum Number of Groups With Increasing Length,array
Number of Employees Who Met the Target,array
Count Complete Subarrays in an Array,array
Insert Greatest Common Divisors in Linked List,array
Minimum Seconds to Equalize a Circular Array,array
Minimum Time to Make Array Sum At Most x,array
Check if it is Possible to Split Array,array
Find the Safest Path in a Grid,array
Maximum Elegance of a K-Length Subsequence,array
